abruptly,"adv.突然地"
pronoun,"n.代词"
define,"vt.给…下定义,限定"
dictate,"v.口授;命令,规定,要求;n.命令,指挥"
construction,"n.建造;建筑物;结构"
predict,"vt.预言,预告,预测"
dump,"vt.倾卸,倾倒;倾销;n.垃圾场"
render,"vt.使得,致使;给予,提供;翻译"
universal,"adj.普遍的;通用的;全世界的"
chemist,"n.化学家,药剂师"
frontier,"n.边境,边疆;新领域"
abroad,"adv.到国外;在传播,在流传"
radical,"adv.根本的,基本的;激进的,激进派的;n.激进分子"
relieve,"vt.使轻松,使宽慰,缓解;使得到调剂;接替"
drawer,"n.抽屉"
requirement,"n.要求;必要条件;需要,需要的东西"
transport,"vt.运输;n.运输,运输工具"
employment,"n.工作;雇用;使用"
specific,"adj.特有的;具体的,明确的;n.详情,细节"
application,"n.申请,申请书;施用,涂抹;应用,实施;实用性"
engage,"vt.使从事;聘用;吸引;占用;使订婚"
acre,"n.英亩"
whisper,"v.低声地讲;n.低语,耳语"
appetite,"n.食欲,胃口;欲望"
semester,"n.学期"
strategy,"n.战略,策略"
dull,"adj.乏味的,单调的;晦暗的,阴沉的;低沉的;笨的;钝的"
collapse,"v.倒坍;塌下;n.突然失败;突然瓦解"
clumsy,"adj.笨拙的,愚笨的;粗陋的;不得体的"
territory,"n.领土,版图;领域"
concession,"n.让步,妥协;特许,特许权;承认,认可"
accurate,"adj.准确的,正确无误的"
maintain,"vt.维持;维修,保养;主张;赡养"
shift,"v.移动,转移;改变,转变;n.转换,转变;轮班"
echo,"v.重复,模仿;发出回声;n.回声;反响,共鸣"
erect,"adj.竖直的,垂直的;vt.建造;使竖立"
bargain,"vi.讨价还价;n.特价商品;协议,交易"
professional,"adj.职业的,专业的,专门的;n.自由职业者,专业人员"
elective,"adj.选举的,有选举权的;可任意选择的;n.选修课程"
accusation,"n.谴责;【律】指控"
protein,"n.蛋白质"
annual,"adj.每年的,一年一次的;n.年报,年鉴;一年生的植物"
exclusive,"adj.奢华的,高级的;独有的,独享的;排斥的,排他的;不包括…的,不把…计算在内的;n.独家新闻"
jar,"v.感到不快;震动,摇动;n.罐子,坛子,广口瓶"
poverty,"n.贫穷,贫困"
resort,"vi.求助,凭借,诉诸;n.求助,凭借,诉诸;求助的对象,采用的手段;常去之地,胜地"
goodness,"int.天哪;n.善良,美德,好意"
lightning,"n.闪电,电光"
jaw,"n.颌,颚"
margin,"n.页边空白;差数,差额;余地;边缘"
remain,"vi.剩下,余留;保持;仍然是;n.残余;残骸;遗迹"
amaze,"vt.使惊奇,使惊愕"
refine,"vt.精炼,精制,提纯;使优美,使完善"
mount,"v.登上;发起;安放;增加,加剧;n.山,峰"
demand,"vt.要求,需要;查问"
mystery,"n.神秘;神秘的人"
atomic,"adj.原子的,原子能的,原子武器的"
deposit,"vt.使沉淀;存放,储蓄;n.定金,押金;存款;矿藏"
centimetre,"n.公分,厘米"
telescope,"n.望远镜"
rotten,"adj.腐烂的;令人不愉快的;糟糕的"
skillful,"adj.灵巧的,娴熟的"
flash,"vi.闪,闪烁;飞驰;n.闪光;闪光灯"
accuse,"vt.指责,归咎于"
housing,"n.房屋,住宅;住房建筑,住房供给;外壳,外罩"
devil,"n.魔鬼,恶魔;家伙,人"
guarantee,"n.保证;保证书;担保物;vt.保证,担保"
recommend,"vt.推荐,举荐;劝告,建议;使成为可取;使受欢迎"
acquire,"vt.取得,获得,学到"
fertile,"adj.肥沃的;多产的;丰富的"
automobile,"n.汽车,机动车"
notion,"n.概念,观念;意图,想法,念头"
diversity,"n.多样性;差异;不同点"
helicopter,"n.直升机"
tractor,"n.拖拉机,牵引车"
patience,"n.忍耐,耐心"
grace,"n.优美,优雅;风度,魅力;宽限,缓期;vt.使优美"
advertisement,"n.广告,公告,登广告;广告活动,宣传"
ripe,"adj.熟的;时机成熟的"
attribute,"vt.把…归因于;n.属性"
mechanism,"n.机械装置;机制,机理;办法,途径"
detection,"n.察觉,发觉;侦查,探测"
triumph,"vi.成功;n.凯旋,胜利"
vice,"n.罪恶;恶习,缺点;虎钳"
horror,"n.恐怖;憎恶;令人恐怖的事物"
poison,"n.毒,毒药;vt.毒害"
thoughtful,"adj.沉思的;体贴的"
gram,"n.克"
empower,"vt.授权于;使能够"
riot,"vi.聚众闹事;n.暴乱,骚乱;极度丰富;vt.把浪费在放荡的生活上"
arouse,"vt.引起;唤起,唤醒"
nest,"v.筑巢;n.巢,窝,穴"
tour,"n&vi.旅行,游历"
calm,"adj.静的,平静的;v.平静,镇静"
boring,"adj.令人厌烦的,乏味的,无聊的"
classic,"adj.最优秀的,典型的,标准的;传统式样的,典雅的;n.文学名著,经典作品,杰作;优秀的典范;古典文学,古典语文研究"
ownership,"n.所有,所有制"
metric,"adj.公制的,米制的"
absolute,"adj.十足的,地道的;绝对的,完全的;不受任何限制的"
ash,"n.灰,灰末;骨灰"
describe,"vt.形容;描写;画出"
suck,"v.吸,吮,啜;吸收"
grab,"v.抓取,攫取;赶紧做;抓住;抓,夺;n.抓,夺"
rub,"vt.擦,摩擦"
presently,"adv.不久,一会儿;现在,目前"
wealthy,"adj.富有的,富裕的"
rug,"n.地毯"
jazz,"n.爵士音乐,爵士舞曲"
dusk,"n.薄暮,黄昏;幽暗"
administration,"n.管理;管理部门,行政机关;实行,执行"
occasional,"adj.偶尔的,间或发生的"
boast,"vi.自夸;自豪;vt.自夸,吹嘘;以拥有…而自豪;n.自吹自擂,自夸的话"
operator,"n.操作人员;话务员,报务员"
debate,"n&v.争论,辩论"
spacecraft,"n.航天器,宇宙飞船"
furniture,"n.家具"
segment,"n.部分,片段;瓣"
stripe,"n.条纹"
jet,"vi.乘喷气式飞机;n.喷气式飞机;喷嘴;喷射"
helpful,"adj.给予帮助的;有用的"
statistic,"n.统计数值,统计资料;统计学"
attractive,"adj.有吸引力的,引起注意的"
superb,"adj.极好的;高质量的"
mold,"n.霉,霉菌;模型,铸模;性格;vt.用模子制作,塑造;使形成,影响…的形成"
engineering,"n.工程,工程学"
significant,"adj.相当数量的;重要的,意义重大的,意味深长的"
bold,"adj.勇敢的;鲁莽的;粗体的,黑体的;醒目的"
bleed,"vi.出血,流血;泌脂;vt.勒索…的钱"
delicious,"adj.美味的;芬芳的,怡人的;有趣的"
catalogue,"n.目录;v.为…编目录,把…列入目录中"
whatever,"adv.[用于否定句中以加强语气]任何;无论什么"
decrease,"v.减少;n.减少"
volunteer,"v.自愿提供;自愿,志愿;n.志愿者;志愿兵"
museum,"n.博物馆"
ignorance,"n.无知,愚昧"
senate,"n.参议院,上院"
trumpet,"n.喇叭,小号;vt.大声宣告,鼓吹"
bolt,"n.螺栓,插销;vt.闩门"
string,"vi.连成一串;排成一行前进;n.线,细绳;一串,一行;vt.缚,扎,挂;串起,穿;使排成一列;伸展,拉直"
import,"vt.输入,进口;n.输入,进口;进口商品;意义,重要性"
occupy,"vt.占领,占,占有"
submit,"vi.屈从,听从,服从;vt.呈送,提交;主张,建议;使服从,使降服"
mood,"n.心情,情绪;语气"
boom,"vi.激增,繁荣,迅速发展;发出隆隆声;n.激增,繁荣,迅速发展;隆隆声,嗡嗡声"
absence,"n.缺席,不在;缺席的时间,外出期;缺乏,不存在"
attract,"vt.吸引,引起…注意"
edition,"n.版,版本,版次"
simplicity,"n.简单,简易;朴素"
cautious,"adj.十分小心的,谨慎的"
disappear,"vi.不见,失踪,消失"
summit,"n.最高点,峰顶;最高级会议"
recession,"n.衰退,衰退期"
conclusion,"n.结论,推论;结尾;缔结,议定"
typist,"n.打字员"
durable,"adj.耐久的,耐用的"
negative,"adj.否定的,消极的;负的;阴性的;n.负片,底片;负数"
impose,"vi.利用,占便宜;欺骗;vt.把…强加于;征"
ally,"v.结盟,联合;n.同盟国,同盟者;支持者"
statement,"n.陈述,声明;结算单,报表"
hence,"adv.因此,所以;今后"
memorial,"adj.纪念的,悼念的;n.纪念碑,纪念堂,纪念仪式"
factor,"n.因素;因子;系数"
boot,"n.靴子,长筒靴;行李箱;解雇"
pinch,"vt.捏,拧;n.撮,微量"
delivery,"n.投递,交付;分娩;讲话方式;投递的邮件"
rack,"n.挂架,搁架;vt.使痛苦,折磨;尽力使用"
election,"n.选举;选择权;当选"
conquer,"vt.征服,战胜;破除,克服"
learned,"adj.有学问的;学术上的"
substance,"n.物质;实质;大意,要旨;根据,理由"
frown,"n&vi.皱眉,蹙额"
bond,"v.黏合,结合;n.联结,联系;公债;契约,合同"
target,"n.目标;vt.把…作为目标;瞄准"
wax,"n.蜡,蜂蜡;vt.给…上蜡"
grind,"v.磨,磨快"
urban,"adj.城市的,都市的;住在都市的"
furthermore,"adv.而且,此外"
guidance,"n.引导,指导,领导"
risk,"n.危险,风险;引起危险的事物;vt.冒…的危险,使遭受危险"
flame,"n.火焰,光辉;热情"
container,"n.容器;集装箱"
leader,"n.领袖,领导人,首领"
delicate,"adj.纤细的,易碎的;微妙的;精美的"
discard,"vt.丢弃,抛弃,遗弃"
fancy,"adj.昂贵的;别致的;n.想象力,设想;爱好;vt.喜欢;想象,猜想"
rebel,"vi.反叛,造反;反对,不服从;n.反叛分子,反对者"
bounce,"v.弹起,反弹;颠簸;n.弹,反弹"
usage,"n.使用;对待;惯用法"
tissue,"n.组织;薄绢,薄纸,手巾纸"
experimental,"adj.实验的,试验的"
loosen,"vt.解开;放松,松弛"
rent,"v.租借,租用;出租,出借;n.租金;出租"
nearby,"adv.在附近;adj.附近的"
carpenter,"n.木工,木匠"
cart,"n.运货马车"
modest,"adj.谦虚的;适中的;羞怯的"
cast,"vt.投,扔,抛;浇铸;n.演员表,全体演员;石膏绷带;铸型,铸件;投,抛"
anxious,"adj.忧虑的,令人焦急的;渴望的"
hatred,"n.憎恶,憎恨,仇恨"
crush,"vt.压碎,碾碎;摧毁,压垮"
largely,"adv.大部分,大量地"
slice,"n.薄片,切片;部分;vt.切,削"
frost,"v.结霜;n.冰冻,严寒;霜"
electron,"n.电子"
incline,"v.倾斜;弯;倾向于;n.斜坡"
truly,"adv.真正地;忠实地"
cash,"n.现金,现款;vt.把…兑现"
counsel,"n.律师,法律顾问;忠告,劝告;vt.劝告,提议"
item,"n.条,条款,一条"
gene,"n.基因"
liver,"n.肝"
suicide,"n&v.自杀"
violet,"adj.紫色的;n.紫罗兰"
hollow,"adj.空的,空洞的;沉闷的;虚伪的"
trunk,"n.树干;大衣箱,皮箱;汽车后备箱;象鼻"
saving,"n.节省,节约;储蓄金,存款"
rely,"vi.依靠,依赖;信赖,指望"
hospitalize,"vt.就医"
slide,"v.滑;悄悄地移动;n.滑动;滑道,滑面;幻灯片"
utilize,"vt.利用"
sticky,"adj.黏性的,胶黏的;湿热的"
prevail,"vi.流行,盛行"
waist,"n.腰,腰部"
excessive,"adj.过多的,极度的"
flesh,"n.肉,肌肉,肉体"
jungle,"n.丛林,密林,莽丛;乱七八糟的一堆"
portion,"n.一部分,一份;vt.分配,把…分给"
settle,"v.安排,安放;调停;支付,核算;安家;飞落,停留;安定"
pattern,"n.型,式样,模型;vt.仿制,使照…样子"
harsh,"adj.严厉的;粗糙的"
connexion,"n.connection的英式拼法"
vehicle,"n.车辆,机动车;传播媒介,工具,手段"
scrape,"v.刮,擦;n.刮,擦;刮擦声"
hardship,"n.艰难,困苦"
confuse,"vt.使困惑,把…弄糊涂;混淆,把…混同;混乱,搞乱"
cushion,"n.垫子,坐垫,靠垫"
scold,"v.责骂,训斥"
glorious,"adj.光荣的;壮丽的;令人愉快的"
civilize,"vt.使文明,使开化,教育"
physician,"n.内科医生"
architecture,"n.建筑学;建筑式样,建筑风格"
stress,"n.压力;强调;重要性;应力;重音;vt.强调,着重;重读"
grip,"v.握紧,抓牢;吸引住;n.紧握"
explore,"vt.探险,探索;仔细查阅,探究"
display,"vt.陈列,展览,显示"
electricity,"n.电"
climate,"n.气候;风土,地带;风气,气氛"
conductor,"n.售票员,列车长;指挥;导体"
bore,"vt.使厌烦;钻,挖;n.令人讨厌的人"
crust,"n.面包皮,硬外皮;外壳,地壳"
disorder,"n.混乱,杂乱,骚乱"
criticize,"vt.批评;评论;非难"
organization,"n.组织,团体,机构"
rage,"vi.狂吹;汹涌;激烈进行;发怒,发火;n.狂怒,盛怒;风靡一时的事物,时尚"
width,"n.宽阔,广阔;宽度"
dairy,"adj.乳制品的;n.牛奶场;乳制品"
board,"vi.搭伙;膳宿;n.板,牌子;木板,纸板;委员会,董事会;伙食;vt.上"
economic,"adj.经济的,经济学的;n.经济学;经济状况"
stuff,"n.材料,东西;vt.装,填,塞;让…吃饱"
arrest,"vt.逮捕,拘留;停止,阻止;吸引;n.逮捕,拘留,扣留"
widow,"n.寡妇"
distinction,"n.差别,不同,区分"
mature,"adj.成熟的;成年人的;深思熟虑的;到期的,应支付的;vt.使成熟"
navy,"n.海军"
fee,"n.费;酬金,赏金"
section,"n.部分,章节;部门,科;截面,剖面"
influence,"n.影响,作用;影响力,势力;产生影响力的人;vt.影响"
whip,"vt.鞭笞;猛地移动;搅打成糊状;n.鞭子"
protocol,"n.礼仪,礼节;草案,议定书"
whale,"n.鲸"
provoke,"vt.对…挑衅,激怒;激起,引起"
threaten,"v.威胁,恐吓;预示快要来临,是…的征兆;构成威胁;可能发生"
talent,"n.天才,才能;人才"
percentage,"n.百分比,百分率"
negotiate,"v.洽谈,协商;顺利通过,成功越过;协商,谈判"
strain,"v.扭伤,拉伤;尽力;拉紧;n.拉紧;过劳;极度紧张;张力;扭伤,拉伤;旋律;品种,家系;气质,个性特点"
hunt,"v.打猎;搜寻;驱逐"
violin,"n.小提琴"
remonstrate,"v.抗议"
package,"n.包裹,包装;一揽子交易;vt.把…打包;包装"
visible,"adj.可见的,看得见的,有形的"
crisis,"n.危机,存亡之际;关键阶段"
rail,"vi.责骂,抱怨;n.栏杆,横杆;铁轨,轨道;铁路"
survival,"n.幸存;幸存者,残存物"
germ,"n.微生物,细菌;幼芽"
inner,"adj.内部的;内心的"
market,"n.市场;股市;行情,销路"
keen,"adj.热心的;激烈的;敏锐的,敏捷的"
glimpse,"vi.看一眼,一瞥;vt.瞥见;n.一瞥,一看"
detective,"n.侦探,私人侦探"
transfer,"v.搬,转移;调动,转学;转让,过户;乘车,转乘"
footstep,"n.脚步,脚步声,足迹"
veteran,"n.老兵,老手"
indifferent,"adj.冷漠的,不积极的;一般的,平平的"
outside,"adj.外部的;prep.在…的外面;向…的外面;除…以外;n.外部,外表"
nerve,"n.神经;勇敢,胆量"
affection,"n.感情;爱,爱慕"
eagle,"n.鹰"
cruise,"vi.航游,巡航;缓慢巡行;n.航游,游弋"
elementary,"adj.基本的,初级的"
topic,"n.题目,论题,话题"
solemn,"adj.庄严的,隆重的;严肃的"
perceive,"vt.感知,感觉,察觉;认识到,意识到;理解"
omit,"vt.省略;遗漏"
embarrass,"vt.使窘迫,使为难"
option,"n.选择,选择权,选择自由;选择的事物或人,选课"
erroneous,"adj.错误的,不正确的"
raid,"n&vt.袭击;突入查抄,突入搜捕;劫掠"
politics,"n.政治,政治学;政纲,政见"
acute,"adj.严重的;急性的;灵敏的,敏锐的;精明的"
limitation,"n.限制,限度;局限"
sponsor,"n.发起者;vt.发起;资助,赞助;支持"
kindergarten,"n.幼儿园"
unexpected,"adj.想不到的,意外的"
crucial,"adj.至关重要的,决定性的"
contribute,"v.捐献,捐款;投稿"
faith,"n.信任;信心;信仰,信条;忠诚"
generator,"n.发电机;发生器"
insert,"vt.插入,嵌入;登载"
remark,"vt.说;评论说;n.话语;谈论,评论"
forbid,"vt.禁止,不许,阻止"
microscope,"n.显微镜"
necessarily,"adv.必要地;必然"
highlight,"vt.强调,突出,使显著;n.最精彩的部分;最重要的事件"
candidate,"n.候选人;投考者,申请求职者"
billion,"num.十亿"
parallel,"adj.平行的;类似的;并列的,并联的;n.可相比拟的事物;相似处;平行线,平行面;纬线;vt.与…平行;与…相似,与…相当,比得上"
reject,"vt.拒绝;拒纳,退回;n.次品"
patient,"adj.忍耐的,有耐心的;n.病人"
cashier,"n.出纳"
sheer,"adv.垂直地,陡峭地;vi.急转向,偏离;adj.完全的,十足的;陡峭的,垂直的;极薄的,透明的"
miracle,"n.奇迹,令人惊奇的人"
profit,"vi.受益;n.益处;利润,收益;vt.有益于,有利于"
original,"adj.最初的;新颖的;原版的;n.原件,原作"
wit,"n.风趣;妙语;智力,才智,智能"
handful,"n.一把,少数,一小撮"
assignment,"n.任务,指定的作业;分配,指派"
nylon,"n.尼龙"
yawn,"vi.打呵欠;n.呵欠"
electric,"adj.电的,电动的"
terminal,"adj.晚期的,不治的;末端的,终点的,极限的;n.终点;终端;接线端"
kingdom,"n.王国;领域;界"
differ,"vi.不同,相异;发生分歧"
various,"adj.各种各样的,不同的"
latter,"adj.后者的;后一半的"
depression,"n.抑郁,沮丧;不景气,萧条;洼地,凹陷"
reduction,"n.减少,缩小;下降,降低"
extent,"n.广度;范围;程度"
equivalent,"adj.相等的,等量的;n.相等物,等价物"
gaol,"vt.监禁;n.监狱"
conversely,"adv.相反"
sauce,"n.调味汁,作料"
ban,"vt.取缔,查禁;禁止;n.禁止,禁令"
fascinate,"vi.有吸引力,迷人;vt.迷住,强烈吸引"
suffer,"v.遭受,忍受,容许;受痛苦,受损"
diplomatic,"adj.外交的,从事外交的;策略的,有手腕的"
bat,"n.蝙蝠;球棒,球拍"
neighbourhood,"n.四邻;附近;接近"
draft,"n.草稿;汇票;征兵;通风;vt.起草;征募"
complex,"adj.由许多部分组成的,复合的;复杂的,难懂的"
rank,"v.给…评定等级;列入,占特定等级;n.军衔,职衔;地位,社会阶层;排,行列"
assumption,"n.假定,臆断;担任,承担"
pension,"n.养老金,抚恤金;vt.发给…养老金"
giant,"adj.巨大的;n.巨人,巨物;才智超群的人"
fluid,"adj.流动的;n.流体,液体"
bay,"n.湾;分隔间"
outlet,"n.出口,出路;发泄途径"
neglect,"v.疏于照料;疏忽;n.疏忽"
addition,"n.加,加法;附加物"
gang,"vi.聚集,结成一伙;n.一帮,一伙"
shrink,"v.起皱;收缩;退缩,畏缩"
ancestor,"n.祖宗,祖先;原型;先驱"
textile,"adj.纺织的;n.纺织品;纺织业"
former,"adj.在前的;n.前者"
panic,"v.恐慌,惊慌失措;n.恐慌,惊慌,慌乱"
extend,"v.延长,扩大;提供,给予;伸展,达到"
fold,"v.折叠,合拢;n.褶,折叠的部分"
plastic,"adj.塑料的;可塑的;n.塑料,塑料制品;信用卡"
globe,"n.地球,世界;地球仪;球体"
chemical,"adj.化学的;n.化学制品"
interpretation,"n.解释;口译;艺术处理"
ax,"n.斧子"
intermediate,"adj.中间的;中级的"
folk,"n.人们;家属,亲属;大伙儿,各位"
consideration,"n.考虑,思考,要考虑的事;体贴,关心"
competitive,"adj.竞争的,比赛的;好竞争的,求胜心切的;有竞争力的"
enquiry,"n.询问"
applause,"n.鼓掌,掌声"
frank,"adj.坦白的,直率的"
abuse,"vt.滥用;虐待,伤害;辱骂,毁谤;n.滥用;虐待,伤害;辱骂,毁谤"
prove,"v.证实,证明;结果是"
scheme,"v.密谋,策划;n.计划,方案;阴谋"
affect,"vt.影响;感动"
deaf,"adj.聋的;不愿听的"
admire,"vt.钦佩,羡慕;赞赏,称赞,夸奖"
consequently,"adv.因此,因而,所以"
virus,"n.病毒;病毒性疾病,病毒病"
drain,"v.排去,放水;n.耗竭;排水沟,排水管"
isolate,"vt.使隔离,使孤立"
sailor,"n.水手,海员"
amuse,"vt.逗…乐,给…娱乐"
inward,"adv.向内;adj.里面的;内心的"
responsibility,"n.责任,责任心;职责,义务"
enquire,"v.询问"
civil,"adj.公民的;文职的;民用的;民事的,民法的;文明的"
popularity,"n.普及,流行;声望"
subsequent,"adj.随后的,后来的"
